awayscore,away,homescore,date,home,div,tourney
7,Minnesota Star Power (2),9,8/20/2016,NOISE (1),Mixed,Cooler Classic 28
9,Mad Udderburn (5),12,8/20/2016,No Touching (3),Mixed,Cooler Classic 28
13,Chalice (10),9,8/20/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
13,Risky Business (13),11,8/20/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
11,Risky Business (13),13,8/20/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
13,Chalice (10),5,8/20/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
8,Coalition Ultimate (9),13,8/20/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
5,Risky Business (13),13,8/20/2016,Chalice (10),Mixed,Cooler Classic 28
13,Mastodon (11),8,8/20/2016,Wingdings (7),Mixed,Cooler Classic 28
8,ELevate (12),13,8/20/2016,Mojo Jojo (8),Mixed,Cooler Classic 28
13,ELevate (12),9,8/20/2016,Wingdings (7),Mixed,Cooler Classic 28
13,Mastodon (11),7,8/20/2016,Mojo Jojo (8),Mixed,Cooler Classic 28
11,Mojo Jojo (8),7,8/20/2016,Wingdings (7),Mixed,Cooler Classic 28
7,ELevate (12),13,8/20/2016,Mastodon (11),Mixed,Cooler Classic 28
13,Toast (18),10,8/20/2016,Skyhawks (14),Mixed,Cooler Classic 28
5,Doppler Effect (21),13,8/20/2016,Spirit Fowl (17),Mixed,Cooler Classic 28
9,Doppler Effect (21),11,8/20/2016,Skyhawks (14),Mixed,Cooler Classic 28
12,Toast (18),13,8/20/2016,Spirit Fowl (17),Mixed,Cooler Classic 28
12,Spirit Fowl (17),9,8/20/2016,Skyhawks (14),Mixed,Cooler Classic 28
7,Doppler Effect (21),13,8/20/2016,Toast (18),Mixed,Cooler Classic 28
7,Stackcats (19),13,8/20/2016,Free Ride (15),Mixed,Cooler Classic 28
12,Jabba the Huck (20),14,8/20/2016,The Abusement Park (16),Mixed,Cooler Classic 28
8,Jabba the Huck (20),13,8/20/2016,Free Ride (15),Mixed,Cooler Classic 28
9,Stackcats (19),13,8/20/2016,The Abusement Park (16),Mixed,Cooler Classic 28
13,The Abusement Park (16),7,8/20/2016,Free Ride (15),Mixed,Cooler Classic 28
8,Jabba the Huck (20),10,8/20/2016,Stackcats (19),Mixed,Cooler Classic 28
12,Spirit Fowl (17),9,8/20/2016,Wingdings (7),Mixed,Cooler Classic 28
6,The Abusement Park (16),8,8/20/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
7,Free Ride (15),13,8/20/2016,Toast (18),Mixed,Cooler Classic 28
10,Stackcats (19),11,8/20/2016,Doppler Effect (21),Mixed,Cooler Classic 28
10,Jabba the Huck (20),9,8/20/2016,Skyhawks (14),Mixed,Cooler Classic 28
12,No Touching (3),14,8/21/2016,NOISE (1),Mixed,Cooler Classic 28
9,panIC (4),15,8/21/2016,NOISE (1),Mixed,Cooler Classic 28
12,No Touching (3),10,8/21/2016,Minnesota Star Power (2),Mixed,Cooler Classic 28
15,NOISE (1),9,8/21/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
15,panIC (4),6,8/21/2016,Mad Udderburn (5),Mixed,Cooler Classic 28
11,Minnesota Star Power (2),8,8/21/2016,Chalice (10),Mixed,Cooler Classic 28
7,Risky Business (13),15,8/21/2016,No Touching (3),Mixed,Cooler Classic 28
9,Mojo Jojo (8),11,8/20/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
6,ELevate (12),10,8/20/2016,Chalice (10),Mixed,Cooler Classic 28
9,Mastodon (11),10,8/20/2016,Risky Business (13),Mixed,Cooler Classic 28
10,Minnesota Star Power (2),9,8/21/2016,panIC (4),Mixed,Cooler Classic 28
F,Des Moines Metro (6),W,8/21/2016,Chalice (10),Mixed,Cooler Classic 28
6,Risky Business (13),14,8/21/2016,Chalice (10),Mixed,Cooler Classic 28
11,Mad Udderburn (5),13,8/21/2016,Des Moines Metro (6),Mixed,Cooler Classic 28
7,Spirit Fowl (17),15,8/21/2016,Chalice (10),Mixed,Cooler Classic 28
14,Risky Business (13),13,8/21/2016,Toast (18),Mixed,Cooler Classic 28
15,Des Moines Metro (6),3,8/21/2016,Mastodon (11),Mixed,Cooler Classic 28
12,Mad Udderburn (5),7,8/21/2016,Wingdings (7),Mixed,Cooler Classic 28
9,Coalition Ultimate (9),14,8/21/2016,Spirit Fowl (17),Mixed,Cooler Classic 28
13,Toast (18),9,8/21/2016,Mojo Jojo (8),Mixed,Cooler Classic 28
5,The Abusement Park (16),15,8/21/2016,Mastodon (11),Mixed,Cooler Classic 28
12,Wingdings (7),10,8/21/2016,ELevate (12),Mixed,Cooler Classic 28
W,Mad Udderburn (5),F,8/21/2016,Risky Business (13),Mixed,Cooler Classic 28
15,Mastodon (11),8,8/21/2016,Toast (18),Mixed,Cooler Classic 28
W,Toast (18),F,8/21/2016,Spirit Fowl (17),Mixed,Cooler Classic 28
11,Wingdings (7),13,8/21/2016,Mastodon (11),Mixed,Cooler Classic 28
W,Wingdings (7),F,8/21/2016,Spirit Fowl (17),Mixed,Cooler Classic 28
F,Free Ride (15),W,8/21/2016,Mojo Jojo (8),Mixed,Cooler Classic 28
13,Mojo Jojo (8),9,8/21/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
12,Free Ride (15),11,8/21/2016,ELevate (12),Mixed,Cooler Classic 28
10,Stackcats (19),15,8/21/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
10,Jabba the Huck (20),13,8/21/2016,Mojo Jojo (8),Mixed,Cooler Classic 28
7,Doppler Effect (21),15,8/21/2016,ELevate (12),Mixed,Cooler Classic 28
13,Free Ride (15),10,8/21/2016,The Abusement Park (16),Mixed,Cooler Classic 28
15,Stackcats (19),10,8/21/2016,Skyhawks (14),Mixed,Cooler Classic 28
6,ELevate (12),11,8/21/2016,Coalition Ultimate (9),Mixed,Cooler Classic 28
13,Stackcats (19),10,8/21/2016,The Abusement Park (16),Mixed,Cooler Classic 28
11,Doppler Effect (21),12,8/21/2016,Jabba the Huck (20),Mixed,Cooler Classic 28
10,The Chad Larson Experience (6),13,8/20/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Love Tractor (7),13,8/20/2016,Drag'n Thrust (4),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Polar Bears (9),11,8/20/2016,Love Tractor (7),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,The Chad Larson Experience (6),13,8/20/2016,Drag'n Thrust (4),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Love Tractor (7),13,8/20/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Polar Bears (9),13,8/20/2016,Drag'n Thrust (4),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Drag'n Thrust (4),13,8/20/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
8,Polar Bears (9),13,8/20/2016,The Chad Larson Experience (6),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
5,Polar Bears (9),13,8/20/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Love Tractor (7),13,8/20/2016,The Chad Larson Experience (6),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Metro North (5),13,8/20/2016,AMP (2),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
5,Blackbird (8),13,8/20/2016,Seattle Mixtape (3),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
10,Birdfruit (10),13,8/20/2016,Blackbird (8),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Metro North (5),13,8/20/2016,Seattle Mixtape (3),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
10,Blackbird (8),13,8/20/2016,AMP (2),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
4,Birdfruit (10),13,8/20/2016,Seattle Mixtape (3),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
7,Seattle Mixtape (3),13,8/20/2016,AMP (2),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Birdfruit (10),13,8/20/2016,Metro North (5),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
7,Birdfruit (10),13,8/20/2016,AMP (2),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Blackbird (8),11,8/20/2016,Metro North (5),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,AMP (2),9,8/21/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,The Chad Larson Experience (6),13,8/21/2016,Slow White (1),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,AMP (2),7,8/21/2016,Drag'n Thrust (4),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
14,The Chad Larson Experience (6),13,8/21/2016,Seattle Mixtape (3),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Metro North (5),13,8/21/2016,Drag'n Thrust (4),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
14,Drag'n Thrust (4),12,8/21/2016,The Chad Larson Experience (6),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
6,Metro North (5),13,8/21/2016,Seattle Mixtape (3),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
8,Love Tractor (7),13,8/21/2016,Polar Bears (9),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
12,Birdfruit (10),14,8/21/2016,Polar Bears (9),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Love Tractor (7),7,8/21/2016,Blackbird (8),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Birdfruit (10),4,8/21/2016,Blackbird (8),Mixed,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Inception (9),13,8/20/2016,Sub Zero (7),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Rhino (6),13,8/20/2016,Doublewide (4),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Rhino (6),13,8/20/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Sub Zero (7),11,8/20/2016,Doublewide (4),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
8,Inception (9),13,8/20/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
10,Sub Zero (7),13,8/20/2016,Rhino (6),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
3,Sub Zero (7),13,8/20/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
7,Inception (9),13,8/20/2016,Doublewide (4),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
12,Doublewide (4),14,8/20/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
6,Inception (9),13,8/20/2016,Rhino (6),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
6,Brickyard (10),13,8/20/2016,Prairie Fire (8),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Johnny Bravo (5),11,8/20/2016,Revolver (3),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Johnny Bravo (5),9,8/20/2016,Sockeye (2),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Prairie Fire (8),13,8/20/2016,Revolver (3),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
7,Brickyard (10),13,8/20/2016,Sockeye (2),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Prairie Fire (8),12,8/20/2016,Johnny Bravo (5),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
14,Prairie Fire (8),13,8/20/2016,Sockeye (2),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
9,Brickyard (10),13,8/20/2016,Revolver (3),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Revolver (3),8,8/20/2016,Sockeye (2),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
5,Brickyard (10),13,8/20/2016,Johnny Bravo (5),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Revolver (3),11,8/21/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
11,Johnny Bravo (5),12,8/21/2016,Truck Stop (1),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Revolver (3),10,8/21/2016,Prairie Fire (8),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
12,Doublewide (4),14,8/21/2016,Johnny Bravo (5),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Prairie Fire (8),12,8/21/2016,Rhino (6),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
15,Prairie Fire (8),13,8/21/2016,Johnny Bravo (5),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Rhino (6),11,8/21/2016,Doublewide (4),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
13,Sockeye (2),12,8/21/2016,Sub Zero (7),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
7,Brickyard (10),13,8/21/2016,Sub Zero (7),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
6,Inception (9),13,8/21/2016,Sockeye (2),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
10,Brickyard (10),13,8/21/2016,Inception (9),Men,TCT Pro Flight Finale 2016 (Cascadia Classic)
10,Crucible (2),14,8/18/2016,LoveBomb (1),Mixed,Pittsburgh Scrimmage 2016
4,Liquid Hustle B (5),11,8/14/2016,Columbus Cocktails (1),Mixed,Goose Lee Round Robin 2016
3,Thunderpants the Magic Dragon (4),11,8/14/2016,Goose Lee (3),Mixed,Goose Lee Round Robin 2016
6,Goose Lee (3),11,8/14/2016,Columbus Cocktails (1),Mixed,Goose Lee Round Robin 2016
5,Thunderpants the Magic Dragon (4),11,8/14/2016,Los  Heros (2),Mixed,Goose Lee Round Robin 2016
11,Liquid Hustle B (5),3,8/14/2016,Thunderpants the Magic Dragon (4),Mixed,Goose Lee Round Robin 2016
10,Goose Lee (3),7,8/14/2016,Los  Heros (2),Mixed,Goose Lee Round Robin 2016
3,Thunderpants the Magic Dragon (4),11,8/14/2016,Columbus Cocktails (1),Mixed,Goose Lee Round Robin 2016
11,Liquid Hustle B (5),9,8/14/2016,Los  Heros (2),Mixed,Goose Lee Round Robin 2016
7,Los  Heros (2),11,8/14/2016,Columbus Cocktails (1),Mixed,Goose Lee Round Robin 2016
3,Liquid Hustle B (5),11,8/14/2016,Goose Lee (3),Mixed,Goose Lee Round Robin 2016
11,Superstition (4),10,8/13/2016,Instant Karma (3),Mixed,Inaugural Coconino Classic 2016
10,Fiesta (5),13,8/13/2016,Rubix (2),Mixed,Inaugural Coconino Classic 2016
8,Instant Karma (3),12,8/13/2016,Long Beach Legacy (1),Mixed,Inaugural Coconino Classic 2016
11,Superstition (4),12,8/13/2016,Rubix (2),Mixed,Inaugural Coconino Classic 2016
10,Fiesta (5),13,8/13/2016,Long Beach Legacy (1),Mixed,Inaugural Coconino Classic 2016
4,Instant Karma (3),12,8/13/2016,Rubix (2),Mixed,Inaugural Coconino Classic 2016
9,Fiesta (5),13,8/13/2016,Superstition (4),Mixed,Inaugural Coconino Classic 2016
10,Rubix (2),11,8/13/2016,Long Beach Legacy (1),Mixed,Inaugural Coconino Classic 2016
12,Superstition (4),14,8/13/2016,Long Beach Legacy (1),Mixed,Inaugural Coconino Classic 2016
9,Fiesta (5),13,8/13/2016,Instant Karma (3),Mixed,Inaugural Coconino Classic 2016
13,Rubix (2),11,8/14/2016,Long Beach Legacy (1),Mixed,Inaugural Coconino Classic 2016
8,Superstition (4),14,8/14/2016,Rubix (2),Mixed,Inaugural Coconino Classic 2016
11,Fiesta (5),14,8/14/2016,Superstition (4),Mixed,Inaugural Coconino Classic 2016
16,Fiesta (5),14,8/14/2016,Instant Karma (3),Mixed,Inaugural Coconino Classic 2016
8,Moonshine (17),12,8/13/2016,The Hucking Dead (13),Mixed,HoDown XX 2016
11,Carolina Reign (12),10,8/13/2016,LoveShack (8),Mixed,HoDown XX 2016
2,Carolina Reign (12),13,8/13/2016,Bucket (1),Mixed,HoDown XX 2016
11,The Hucking Dead (13),7,8/13/2016,LoveShack (8),Mixed,HoDown XX 2016
1,Moonshine (17),13,8/13/2016,Bucket (1),Mixed,HoDown XX 2016
10,The Hucking Dead (13),6,8/13/2016,Carolina Reign (12),Mixed,HoDown XX 2016
2,The Hucking Dead (13),12,8/13/2016,Bucket (1),Mixed,HoDown XX 2016
7,Moonshine (17),12,8/13/2016,LoveShack (8),Mixed,HoDown XX 2016
7,LoveShack (8),11,8/13/2016,Bucket (1),Mixed,HoDown XX 2016
8,Moonshine (17),5,8/13/2016,Carolina Reign (12),Mixed,HoDown XX 2016
9,Fifth Element (18),11,8/13/2016,Trash Pandas (14),Mixed,HoDown XX 2016
12,Murmur (11),6,8/13/2016,Swamp Rabbit (7),Mixed,HoDown XX 2016
10,Murmur (11),8,8/13/2016,G-Unit (2),Mixed,HoDown XX 2016
8,Trash Pandas (14),9,8/13/2016,Swamp Rabbit (7),Mixed,HoDown XX 2016
3,Fifth Element (18),11,8/13/2016,G-Unit (2),Mixed,HoDown XX 2016
6,Trash Pandas (14),9,8/13/2016,Murmur (11),Mixed,HoDown XX 2016
4,Trash Pandas (14),9,8/13/2016,G-Unit (2),Mixed,HoDown XX 2016
3,Fifth Element (18),10,8/13/2016,Swamp Rabbit (7),Mixed,HoDown XX 2016
7,Swamp Rabbit (7),8,8/13/2016,G-Unit (2),Mixed,HoDown XX 2016
5,Fifth Element (18),9,8/13/2016,Murmur (11),Mixed,HoDown XX 2016
4,Boxcar (10),13,8/13/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
5,Hairy Otter (15),13,8/13/2016,Cahoots (6),Mixed,HoDown XX 2016
5,Hairy Otter (15),13,8/13/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
4,Boxcar (10),13,8/13/2016,Cahoots (6),Mixed,HoDown XX 2016
13,Cahoots (6),7,8/13/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
12,Hairy Otter (15),7,8/13/2016,Boxcar (10),Mixed,HoDown XX 2016
5,Malice in Wonderland (9),9,8/13/2016,Pluff Mud Panic (4),Mixed,HoDown XX 2016
7,Sir Walter Rowdy (16),12,8/13/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
7,Sir Walter Rowdy (16),9,8/13/2016,Pluff Mud Panic (4),Mixed,HoDown XX 2016
8,Malice in Wonderland (9),9,8/13/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
7,Jared Lorenzen Project (5),9,8/13/2016,Pluff Mud Panic (4),Mixed,HoDown XX 2016
1,Sir Walter Rowdy (16),8,8/13/2016,Malice in Wonderland (9),Mixed,HoDown XX 2016
3,The Hucking Dead (13),11,8/14/2016,Bucket (1),Mixed,HoDown XX 2016
8,Pluff Mud Panic (4),15,8/14/2016,Bucket (1),Mixed,HoDown XX 2016
11,The Hucking Dead (13),8,8/14/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
13,Pluff Mud Panic (4),7,8/14/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
8,Cahoots (6),9,8/14/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
11,Murmur (11),12,8/14/2016,The Hucking Dead (13),Mixed,HoDown XX 2016
10,Bucket (1),7,8/14/2016,G-Unit (2),Mixed,HoDown XX 2016
7,Sir Walter Rowdy (16),14,8/14/2016,G-Unit (2),Mixed,HoDown XX 2016
9,Malice in Wonderland (9),10,8/14/2016,The Hucking Dead (13),Mixed,HoDown XX 2016
9,Swamp Rabbit (7),14,8/14/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
13,LoveShack (8),14,8/14/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
9,Sir Walter Rowdy (16),7,8/13/2016,Hairy Otter (15),Mixed,HoDown XX 2016
8,Boxcar (10),11,8/13/2016,Malice in Wonderland (9),Mixed,HoDown XX 2016
W,Pluff Mud Panic (4),F,8/14/2016,Jared Lorenzen Project (5),Mixed,HoDown XX 2016
0,Cahoots (6),0,8/14/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
7,Murmur (11),8,8/14/2016,Liquid Hustle (3),Mixed,HoDown XX 2016
9,Cahoots (6),8,8/14/2016,G-Unit (2),Mixed,HoDown XX 2016
6,Swamp Rabbit (7),11,8/14/2016,Sir Walter Rowdy (16),Mixed,HoDown XX 2016
10,LoveShack (8),11,8/14/2016,Sir Walter Rowdy (16),Mixed,HoDown XX 2016
12,Swamp Rabbit (7),9,8/14/2016,Malice in Wonderland (9),Mixed,HoDown XX 2016
9,Trash Pandas (14),8,8/14/2016,Carolina Reign (12),Mixed,HoDown XX 2016
14,Carolina Reign (12),9,8/14/2016,Boxcar (10),Mixed,HoDown XX 2016
10,Trash Pandas (14),7,8/14/2016,Hairy Otter (15),Mixed,HoDown XX 2016
5,Fifth Element (18),11,8/14/2016,Boxcar (10),Mixed,HoDown XX 2016
10,Moonshine (17),12,8/14/2016,Hairy Otter (15),Mixed,HoDown XX 2016
13,Moonshine (17),7,8/14/2016,Fifth Element (18),Mixed,HoDown XX 2016
3,Wicked (9),13,8/13/2016,6ixers (1),Women,TCT Select Flight Invite 2016
4,Dish (8),13,8/13/2016,6ixers (1),Women,TCT Select Flight Invite 2016
10,Wicked (9),9,8/13/2016,Dish (8),Women,TCT Select Flight Invite 2016
6,Elevate (10),13,8/13/2016,Rival (2),Women,TCT Select Flight Invite 2016
5,Snap (15),11,8/13/2016,Encore (7),Women,TCT Select Flight Invite 2016
6,Snap (15),13,8/13/2016,Rival (2),Women,TCT Select Flight Invite 2016
7,Elevate (10),10,8/13/2016,Encore (7),Women,TCT Select Flight Invite 2016
4,Encore (7),13,8/13/2016,Rival (2),Women,TCT Select Flight Invite 2016
13,Snap (15),4,8/13/2016,Elevate (10),Women,TCT Select Flight Invite 2016
5,Queen Cake (11),10,8/13/2016,Pop (3),Women,TCT Select Flight Invite 2016
3,Inferno (14),10,8/13/2016,Grit (6),Women,TCT Select Flight Invite 2016
4,Inferno (14),13,8/13/2016,Pop (3),Women,TCT Select Flight Invite 2016
3,Queen Cake (11),13,8/13/2016,Grit (6),Women,TCT Select Flight Invite 2016
8,Grit (6),10,8/13/2016,Pop (3),Women,TCT Select Flight Invite 2016
7,Inferno (14),11,8/13/2016,Queen Cake (11),Women,TCT Select Flight Invite 2016
W,Tabby Rosa (12),F,8/13/2016,Maeve (4),Women,TCT Select Flight Invite 2016
2,Brooklyn Book Club (13),13,8/13/2016,Outbreak (5),Women,TCT Select Flight Invite 2016
3,Brooklyn Book Club (13),13,8/13/2016,Maeve (4),Women,TCT Select Flight Invite 2016
7,Tabby Rosa (12),11,8/13/2016,Outbreak (5),Women,TCT Select Flight Invite 2016
7,Outbreak (5),8,8/13/2016,Maeve (4),Women,TCT Select Flight Invite 2016
6,Brooklyn Book Club (13),11,8/13/2016,Tabby Rosa (12),Women,TCT Select Flight Invite 2016
8,Inferno (14),7,8/14/2016,Elevate (10),Women,TCT Select Flight Invite 2016
8,Inferno (14),7,8/14/2016,Brooklyn Book Club (13),Women,TCT Select Flight Invite 2016
13,Elevate (10),9,8/14/2016,Brooklyn Book Club (13),Women,TCT Select Flight Invite 2016
10,Rival (2),11,8/14/2016,6ixers (1),Women,TCT Select Flight Invite 2016
5,Outbreak (5),13,8/14/2016,6ixers (1),Women,TCT Select Flight Invite 2016
11,Rival (2),10,8/14/2016,Pop (3),Women,TCT Select Flight Invite 2016
1,Encore (7),13,8/14/2016,6ixers (1),Women,TCT Select Flight Invite 2016
9,Outbreak (5),8,8/14/2016,Grit (6),Women,TCT Select Flight Invite 2016
6,Maeve (4),12,8/14/2016,Pop (3),Women,TCT Select Flight Invite 2016
12,Rival (2),2,8/14/2016,Wicked (9),Women,TCT Select Flight Invite 2016
10,Pop (3),8,8/14/2016,Outbreak (5),Women,TCT Select Flight Invite 2016
13,Maeve (4),3,8/14/2016,Grit (6),Women,TCT Select Flight Invite 2016
9,Grit (6),6,8/14/2016,Encore (7),Women,TCT Select Flight Invite 2016
9,Wicked (9),11,8/14/2016,Maeve (4),Women,TCT Select Flight Invite 2016
4,Wicked (9),10,8/14/2016,Encore (7),Women,TCT Select Flight Invite 2016
13,Queen Cake (11),8,8/14/2016,Dish (8),Women,TCT Select Flight Invite 2016
8,Tabby Rosa (12),11,8/14/2016,Dish (8),Women,TCT Select Flight Invite 2016
5,Snap (15),13,8/14/2016,Queen Cake (11),Women,TCT Select Flight Invite 2016
3,Elevate (10),13,8/13/2016,Dish (8),Women,TCT Select Flight Invite 2016
10,Tabby Rosa (12),8,8/13/2016,Inferno (14),Women,TCT Select Flight Invite 2016
8,Brooklyn Book Club (13),10,8/13/2016,Queen Cake (11),Women,TCT Select Flight Invite 2016
9,Snap (15),11,8/14/2016,Tabby Rosa (12),Women,TCT Select Flight Invite 2016
8,LoveBomb (9),11,8/13/2016,Steamboat (1),Mixed,TCT Select Flight Invite 2016
11,Des Moines Metro (16),9,8/13/2016,Darkwing (8),Mixed,TCT Select Flight Invite 2016
7,Des Moines Metro (16),13,8/13/2016,Steamboat (1),Mixed,TCT Select Flight Invite 2016
12,LoveBomb (9),11,8/13/2016,Darkwing (8),Mixed,TCT Select Flight Invite 2016
6,Darkwing (8),13,8/13/2016,Steamboat (1),Mixed,TCT Select Flight Invite 2016
13,Des Moines Metro (16),8,8/13/2016,LoveBomb (9),Mixed,TCT Select Flight Invite 2016
9,BW Ultimate (10),6,8/13/2016,UNION (2),Mixed,TCT Select Flight Invite 2016
8,Last Call (15),9,8/13/2016,UNION (2),Mixed,TCT Select Flight Invite 2016
9,BW Ultimate (10),10,8/13/2016,Thoroughbred (7),Mixed,TCT Select Flight Invite 2016
9,Thoroughbred (7),8,8/13/2016,UNION (2),Mixed,TCT Select Flight Invite 2016
5,Last Call (15),9,8/13/2016,BW Ultimate (10),Mixed,TCT Select Flight Invite 2016
11,Last Call (15),9,8/13/2016,Thoroughbred (7),Mixed,TCT Select Flight Invite 2016
7,Tequila Mockingbird (14),11,8/13/2016,Swing State (6),Mixed,TCT Select Flight Invite 2016
13,Bird (11),10,8/13/2016,panIC (3),Mixed,TCT Select Flight Invite 2016
7,Tequila Mockingbird (14),12,8/13/2016,panIC (3),Mixed,TCT Select Flight Invite 2016
8,Bird (11),10,8/13/2016,Swing State (6),Mixed,TCT Select Flight Invite 2016
11,Swing State (6),10,8/13/2016,panIC (3),Mixed,TCT Select Flight Invite 2016
5,Tequila Mockingbird (14),13,8/13/2016,Bird (11),Mixed,TCT Select Flight Invite 2016
9,Classy (12),10,8/13/2016,Prion (4),Mixed,TCT Select Flight Invite 2016
